id,name,brand,model,price_inr,price_segment,cpu,cpu_generation,ram_gb,ram_upgradeable,storage,storage_upgradeable,gpu,gpu_type,screen_size,screen_resolution,display_type,refresh_rate,battery_wh,estimated_battery_score,weight_kg,estimated_portability_score,gaming_score,future_proof_score,ai_ml_score,coding_score,mba_score,marketing_score,design_score,mechanical_score,civil_score,electronics_score,best_for,pros,cons,india_availability,purchase_links,last_verified_date,major_fit,community_sentiment
191,MSI Stealth 16 AI (RTX5060 OLED),MSI,Stealth 16 AI (RTX5060 OLED),174990,Premium,Intel Core Ultra 7 255H,Core Ultra Series 2,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.0,2560x1600 WQXGA,OLED,240,99,5.6,1.99,5.2,8.0,9.3,8.2,7.9,5.6,7.2,8.9,8.4,8.3,8.6,"design & creative work, electronics & simulation, mechanical engineering (CAD/CAE)",Slim; OLED 240Hz; RTX 5060; 32GB; portable gaming,Pricey; warm under sustained load,Available,Amazon: https://www.amazon.in/s?k=MSI+Stealth+16+AI+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Stealth+16+AI+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Marketing; Design,Excellent
192,MSI Crosshair 16 HX (RTX5070),MSI,Crosshair 16 HX (RTX5070),199990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5070,Dedicated,16.0,2560x1600 QHD+,IPS,240,90,5.6,2.7,3.3,8.7,8.6,7.9,7.5,4.2,6.0,8.0,8.2,8.8,8.1,"civil engineering (AutoCAD), gaming, mechanical engineering (CAD/CAE)",RTX5070; QHD+ 240Hz; strong CPU,Heavy; loud; battery weak,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Crosshair+16+HX+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Crosshair+16+HX+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
193,MSI Vector 16 HX (RTX5070Ti),MSI,Vector 16 HX (RTX5070Ti),269990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5070 Ti,Dedicated,16.0,2560x1600 WQXGA,IPS,240,90,5.6,2.7,3.3,9.0,9.3,9.2,8.3,4.7,6.0,8.2,9.3,9.2,9.2,"mechanical engineering (CAD/CAE), AI/ML & deep learning, civil engineering (AutoCAD)",RTX 5070 Ti; QHD+ 240Hz; 32GB; render/AI; upgradeable,Heavy; loud; expensive,Available,Amazon: https://www.amazon.in/s?k=MSI+Vector+16+HX+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Vector+16+HX+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
194,MSI Raider 18 HX (RTX5080),MSI,Raider 18 HX (RTX5080),339990,Premium,Intel Core Ultra 9 285HX,Core Ultra Series 2,32,true,2 TB SSD,true,NVIDIA GeForce RTX 5080,Dedicated,18.0,3840x2400 4K,Mini-LED,120,99,5.6,3.6,3.3,8.8,9.3,9.6,8.3,4.7,6.2,8.5,9.6,9.5,9.2,"AI/ML & deep learning, mechanical engineering (CAD/CAE), civil engineering (AutoCAD)",18-inch 4K Mini-LED; RTX 5080; desktop-replacement,Very heavy; very expensive; loud,Available,Amazon: https://www.amazon.in/s?k=MSI+Raider+18+HX+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Raider+18+HX+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Good
195,Motorola Moto Book 60 (Ultra5 OLED),Motorola,Moto Book 60 (Ultra5 OLED),66990,Mid Range,Intel Core Ultra 5 225H,Core Ultra Series 2,16,false,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,120,60,7.8,1.4,7.8,4.8,6.7,4.3,7.5,7.9,8.7,7.6,5.8,6.1,6.4,"marketing & media, MBA & business, design & creative work",Core Ultra; OLED 120Hz; Smart Connect; light,Soldered RAM; limited service network; no dGPU,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Motorola+Moto+Book+60+laptop | Flipkart: https://www.flipkart.com/search?q=Motorola+Moto+Book+60+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
196,Motorola Moto Book 60 (Core 7 OLED),Motorola,Moto Book 60 (Core 7 OLED),74990,Mid Range,Intel Core 7 240,Core Series 2,16,false,512 GB SSD,true,Intel Graphics,Integrated,14.0,2880x1800 2.8K,OLED,120,60,7.0,1.4,7.5,4.2,6.7,4.2,7.2,7.6,8.4,7.2,5.2,5.4,6.0,"marketing & media, MBA & business, programming & development",Surprise OLED 120Hz; light; clean software; good value,Soldered RAM; new brand support; no dGPU,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Motorola+Moto+Book+60+laptop | Flipkart: https://www.flipkart.com/search?q=Motorola+Moto+Book+60+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
197,Motorola Moto Book 60 Pro (Core 7 OLED),Motorola,Moto Book 60 Pro (Core 7 OLED),74990,Mid Range,Intel Core 7 240,Core Series 2,16,false,512 GB SSD,true,Intel Graphics,Integrated,14.0,2880x1800 2.8K,OLED,120,60,7.0,1.42,7.5,4.2,6.7,4.2,7.2,7.6,8.4,7.2,5.2,5.4,6.0,"marketing & media, MBA & business, programming & development",2.8K OLED 120Hz; clean software; good value; light,Soldered RAM; limited service network; no dGPU,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Motorola+Moto+Book+60+Pro+laptop | Flipkart: https://www.flipkart.com/search?q=Motorola+Moto+Book+60+Pro+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
198,Motorola Moto Book 60 Pro (Ultra5 OLED),Motorola,Moto Book 60 Pro (Ultra5 OLED),84990,Upper Mid,Intel Core Ultra 5 225H,Core Ultra Series 2,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,120,68,8.6,1.45,8.1,4.8,6.7,4.3,7.7,8.3,9.0,7.6,5.8,6.1,6.4,"marketing & media, MBA & business, programming & development",1TB; OLED 120Hz; premium feel; Moto ecosystem,Soldered RAM; newer lineup; no dGPU,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Motorola+Moto+Book+60+Pro+laptop | Flipkart: https://www.flipkart.com/search?q=Motorola+Moto+Book+60+Pro+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
199,Samsung Galaxy Book4 (i3),Samsung,Galaxy Book4 (i3),41990,Budget,Intel Core i3-1305U,13th Gen,8,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,54,7.0,1.55,7.0,3.2,5.2,2.9,5.3,6.7,7.1,5.4,3.3,3.7,3.7,"marketing & media, MBA & business",Light 15-inch; clean Windows; upgradeable,Entry CPU; 8GB to start,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+laptop,2026-06-15,Marketing,Poor
200,Samsung Galaxy Book4 (i5),Samsung,Galaxy Book4 (i5),57990,Mid Range,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,54,6.3,1.55,6.8,3.3,6.0,4.0,6.6,6.7,6.8,5.4,4.8,4.9,5.6,"marketing & media, MBA & business, programming & development",16GB; light; clean Windows; upgradeable,No dGPU; plain display,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+laptop,2026-06-15,Humanities,Average
201,Samsung Galaxy Book4 Edge (Snapdragon),Samsung,Galaxy Book4 Edge (Snapdragon),64990,Mid Range,Snapdragon X Elite,Snapdragon X,16,false,512 GB SSD,true,Qualcomm Adreno,Integrated,14.0,2880x1800 2.8K,OLED,120,61,10.0,1.16,9.1,4.7,6.7,4.4,8.3,9.4,9.7,7.4,5.7,6.1,6.5,"marketing & media, MBA & business, programming & development",All-day ARM battery; 2.8K OLED 120Hz; ultra-light; NPU,Soldered RAM; ARM app compatibility; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+Edge+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+Edge+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
202,Samsung Galaxy Book4 360 (i5 OLED),Samsung,Galaxy Book4 360 (i5 OLED),77990,Upper Mid,Intel Core i5-1334U,13th Gen,16,false,512 GB SSD,true,Intel Iris Xe,Integrated,15.6,1920x1080 FHD,OLED (Touch),60,68,8.6,1.6,7.6,3.8,5.6,3.9,7.1,8.2,8.5,7.1,5.0,5.0,5.6,"marketing & media, MBA & business, programming & development",Convertible OLED; pen; light,Soldered RAM; FHD; no dGPU,Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+360+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+360+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
203,Samsung Galaxy Book4 360 (Ultra5 OLED),Samsung,Galaxy Book4 360 (Ultra5 OLED),94990,Upper Mid,Intel Core Ultra 5 125H,Core Ultra Series 1,16,false,512 GB SSD,true,Intel Arc Graphics,Integrated,15.6,1920x1080 FHD,OLED (Touch),60,68,8.6,1.6,7.6,4.2,6.2,4.3,7.6,8.2,8.5,7.3,5.8,6.0,6.3,"marketing & media, MBA & business, programming & development",Convertible OLED; Arc; pen support,Soldered RAM; FHD; no dGPU,Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+360+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+360+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
204,Samsung Galaxy Book5 360 OLED,Samsung,Galaxy Book5 360 OLED,119990,Upper Mid,Intel Core Ultra 7 256V,Core Ultra Series 2,16,false,512 GB SSD,true,Intel Arc 140V,Integrated,15.6,1920x1080 FHD,OLED (Touch),60,68,9.3,1.4,8.3,4.5,7.4,4.4,7.9,8.6,9.0,7.5,6.0,6.5,6.7,"marketing & media, MBA & business, programming & development",Convertible; Lunar Lake battery; OLED; pen,Soldered RAM; FHD; no dGPU,Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book5+360+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book5+360+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
205,Samsung Galaxy Book4 Pro 14 OLED,Samsung,Galaxy Book4 Pro 14 OLED,124990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,120,63,7.8,1.23,8.3,4.8,6.2,4.5,7.8,8.5,8.8,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Light; gorgeous OLED 120Hz; strong CPU,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+Pro+14+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+Pro+14+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
206,Samsung Galaxy Book5 Pro 16 OLED,Samsung,Galaxy Book5 Pro 16 OLED,144990,Premium,Intel Core Ultra 7 256V,Core Ultra Series 2,16,false,1 TB SSD,true,Intel Arc 140V,Integrated,16.0,2880x1800 2.8K,OLED,120,76,10.0,1.5,8.1,4.8,7.4,4.4,8.3,9.0,9.4,7.8,6.0,6.5,6.7,"marketing & media, MBA & business, programming & development",Lunar Lake battery; big OLED 120Hz; light,Soldered RAM; no dGPU; premium price,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book5+Pro+16+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book5+Pro+16+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
207,Samsung Galaxy Book4 Pro 16 OLED,Samsung,Galaxy Book4 Pro 16 OLED,154990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,512 GB SSD,true,Intel Arc Graphics,Integrated,16.0,2880x1800 2.8K,OLED,120,76,9.3,1.56,7.8,4.8,6.2,4.5,8.1,8.7,9.1,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Big 2.8K OLED 120Hz; light for 16-inch; strong CPU,Soldered RAM; no dGPU; premium price,Widely Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book4+Pro+16+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book4+Pro+16+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
208,Samsung Galaxy Book5 Pro 360 OLED,Samsung,Galaxy Book5 Pro 360 OLED,164990,Premium,Intel Core Ultra 7 256V,Core Ultra Series 2,16,false,1 TB SSD,true,Intel Arc 140V,Integrated,16.0,2880x1800 2.8K,OLED (Touch),120,76,10.0,1.5,8.1,4.8,7.4,4.4,8.1,8.8,9.4,7.8,6.0,6.5,6.7,"marketing & media, MBA & business, programming & development",Premium convertible; OLED 120Hz; great battery; pen,Soldered RAM; no dGPU; expensive,Available,Amazon: https://www.amazon.in/s?k=Samsung+Galaxy+Book5+Pro+360+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Samsung+Galaxy+Book5+Pro+360+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
